ID_Observacao,Estudo,Pais_Estudo,Modelo,MAPE,pred,modelo_ml,protocolo,fold
39,Estudo_AB,Reino Litoral,Modelo_3,0.175794029850746,0.154588043669632,baseline_mediana_modelo,GroupKFold,gkf1
39,Estudo_AB,Reino Litoral,Modelo_4,0.0053731343283582,0.158282258064516,baseline_mediana_modelo,GroupKFold,gkf1
39,Estudo_AB,Reino Litoral,Modelo_5,0.330823880597015,0.164600140181341,baseline_mediana_modelo,GroupKFold,gkf1
41,Estudo_AB,Reino Litoral,Modelo_1,0.0463768115942029,0.18991830200128101,baseline_mediana_modelo,GroupKFold,gkf1
41,Estudo_AB,Reino Litoral,Modelo_2,0.0677971014492753,0.213343,baseline_mediana_modelo,GroupKFold,gkf1
41,Estudo_AB,Reino Litoral,Modelo_3,0.0252753623188406,0.154588043669632,baseline_mediana_modelo,GroupKFold,gkf1
41,Estudo_AB,Reino Litoral,Modelo_4,0.152463768115942,0.158282258064516,baseline_mediana_modelo,GroupKFold,gkf1
41,Estudo_AB,Reino Litoral,Modelo_5,0.192373913043478,0.164600140181341,baseline_mediana_modelo,GroupKFold,gkf1
42,Estudo_AB,Reino Litoral,Modelo_1,0.151428571428571,0.18991830200128101,baseline_mediana_modelo,GroupKFold,gkf1
42,Estudo_AB,Reino Litoral,Modelo_2,0.0142857142857143,0.213343,baseline_mediana_modelo,GroupKFold,gkf1
42,Estudo_AB,Reino Litoral,Modelo_3,0.141812857142857,0.154588043669632,baseline_mediana_modelo,GroupKFold,gkf1
42,Estudo_AB,Reino Litoral,Modelo_4,0.0285714285714286,0.158282258064516,baseline_mediana_modelo,GroupKFold,gkf1
42,Estudo_AB,Reino Litoral,Modelo_5,0.287544285714286,0.164600140181341,baseline_mediana_modelo,GroupKFold,gkf1
43,Estudo_AB,Reino Litoral,Modelo_1,0.0253164556962025,0.18991830200128101,baseline_mediana_modelo,GroupKFold,gkf1
43,Estudo_AB,Reino Litoral,Modelo_2,0.137493670886076,0.213343,baseline_mediana_modelo,GroupKFold,gkf1
43,Estudo_AB,Reino Litoral,Modelo_3,0.038393670886076,0.154588043669632,baseline_mediana_modelo,GroupKFold,gkf1
43,Estudo_AB,Reino Litoral,Modelo_4,0.190886075949367,0.158282258064516,baseline_mediana_modelo,GroupKFold,gkf1
43,Estudo_AB,Reino Litoral,Modelo_5,0.0979506329113924,0.164600140181341,baseline_mediana_modelo,GroupKFold,gkf1
44,Estudo_AB,Reino Litoral,Modelo_1,0.0048780487804878,0.18991830200128101,baseline_mediana_modelo,GroupKFold,gkf1
44,Estudo_AB,Reino Litoral,Modelo_2,0.11669512195122,0.213343,baseline_mediana_modelo,GroupKFold,gkf1
44,Estudo_AB,Reino Litoral,Modelo_3,0.0009536585365853,0.154588043669632,baseline_mediana_modelo,GroupKFold,gkf1
44,Estudo_AB,Reino Litoral,Modelo_4,0.145853658536585,0.158282258064516,baseline_mediana_modelo,GroupKFold,gkf1
44,Estudo_AB,Reino Litoral,Modelo_5,0.121831707317073,0.164600140181341,baseline_mediana_modelo,GroupKFold,gkf1
45,Estudo_AB,Reino Litoral,Modelo_1,0.245933014354067,0.18991830200128101,baseline_mediana_modelo,GroupKFold,gkf1
45,Estudo_AB,Reino Litoral,Modelo_2,0.334267942583732,0.213343,baseline_mediana_modelo,GroupKFold,gkf1
45,Estudo_AB,Reino Litoral,Modelo_3,0.191259330143541,0.154588043669632,baseline_mediana_modelo,GroupKFold,gkf1
45,Estudo_AB,Reino Litoral,Modelo_4,0.0253588516746412,0.158282258064516,baseline_mediana_modelo,GroupKFold,gkf1
45,Estudo_AB,Reino Litoral,Modelo_5,0.0924535885167464,0.164600140181341,baseline_mediana_modelo,GroupKFold,gkf1
46,Estudo_AB,Reino Litoral,Modelo_1,0.192592592592593,0.18991830200128101,baseline_mediana_modelo,GroupKFold,gkf1
46,Estudo_AB,Reino Litoral,Modelo_2,0.294009259259259,0.213343,baseline_mediana_modelo,GroupKFold,gkf1
46,Estudo_AB,Reino Litoral,Modelo_3,0.131912962962963,0.154588043669632,baseline_mediana_modelo,GroupKFold,gkf1
46,Estudo_AB,Reino Litoral,Modelo_4,0.0791666666666666,0.158282258064516,baseline_mediana_modelo,GroupKFold,gkf1
46,Estudo_AB,Reino Litoral,Modelo_5,0.0486240740740741,0.164600140181341,baseline_mediana_modelo,GroupKFold,gkf1
47,Estudo_AB,Reino Litoral,Modelo_1,0.336206896551724,0.18991830200128101,baseline_mediana_modelo,GroupKFold,gkf1
47,Estudo_AB,Reino Litoral,Modelo_2,0.412603448275862,0.213343,baseline_mediana_modelo,GroupKFold,gkf1
47,Estudo_AB,Reino Litoral,Modelo_3,0.289735775862069,0.154588043669632,baseline_mediana_modelo,GroupKFold,gkf1
47,Estudo_AB,Reino Litoral,Modelo_4,0.149137931034483,0.158282258064516,baseline_mediana_modelo,GroupKFold,gkf1
47,Estudo_AB,Reino Litoral,Modelo_5,0.198238362068966,0.164600140181341,baseline_mediana_modelo,GroupKFold,gkf1
48,Estudo_AB,Reino Litoral,Modelo_1,0.307563025210084,0.18991830200128101,baseline_mediana_modelo,GroupKFold,gkf1
48,Estudo_AB,Reino Litoral,Modelo_2,0.391336134453782,0.213343,baseline_mediana_modelo,GroupKFold,gkf1
48,Estudo_AB,Reino Litoral,Modelo_3,0.257005882352941,0.154588043669632,baseline_mediana_modelo,GroupKFold,gkf1
48,Estudo_AB,Reino Litoral,Modelo_4,0.0911764705882352,0.158282258064516,baseline_mediana_modelo,GroupKFold,gkf1
48,Estudo_AB,Reino Litoral,Modelo_5,0.175017647058824,0.164600140181341,baseline_mediana_modelo,GroupKFold,gkf1
49,Estudo_AB,Reino Litoral,Modelo_1,0.310569105691057,0.18991830200128101,baseline_mediana_modelo,GroupKFold,gkf1
49,Estudo_AB,Reino Litoral,Modelo_2,0.395617886178862,0.213343,baseline_mediana_modelo,GroupKFold,gkf1
49,Estudo_AB,Reino Litoral,Modelo_3,0.259704878048781,0.154588043669632,baseline_mediana_modelo,GroupKFold,gkf1
49,Estudo_AB,Reino Litoral,Modelo_4,0.0865853658536586,0.158282258064516,baseline_mediana_modelo,GroupKFold,gkf1
49,Estudo_AB,Reino Litoral,Modelo_5,0.183472357723577,0.164600140181341,baseline_mediana_modelo,GroupKFold,gkf1
50,Estudo_AB,Reino Litoral,Modelo_1,0.346031746031746,0.18991830200128101,baseline_mediana_modelo,GroupKFold,gkf1
50,Estudo_AB,Reino Litoral,Modelo_2,0.425150793650794,0.213343,baseline_mediana_modelo,GroupKFold,gkf1
50,Estudo_AB,Reino Litoral,Modelo_3,0.298963095238095,0.154588043669632,baseline_mediana_modelo,GroupKFold,gkf1
50,Estudo_AB,Reino Litoral,Modelo_4,0.141666666666667,0.158282258064516,baseline_mediana_modelo,GroupKFold,gkf1
50,Estudo_AB,Reino Litoral,Modelo_5,0.221513095238095,0.164600140181341,baseline_mediana_modelo,GroupKFold,gkf1
61,Estudo_E,Arquipélago Oriente,Modelo_1,0.811847694970368,0.18991830200128101,baseline_mediana_modelo,GroupKFold,gkf1
61,Estudo_E,Arquipélago Oriente,Modelo_2,0.624232246813867,0.213343,baseline_mediana_modelo,GroupKFold,gkf1
61,Estudo_E,Arquipélago Oriente,Modelo_3,0.85363914092411,0.154588043669632,baseline_mediana_modelo,GroupKFold,gkf1
61,Estudo_E,Arquipélago Oriente,Modelo_4,1.21356597786752,0.158282258064516,baseline_mediana_modelo,GroupKFold,gkf1
61,Estudo_E,Arquipélago Oriente,Modelo_5,0.638676050243877,0.164600140181341,baseline_mediana_modelo,GroupKFold,gkf1
62,Estudo_E,Arquipélago Oriente,Modelo_1,0.74932650862069,0.18991830200128101,baseline_mediana_modelo,GroupKFold,gkf1
62,Estudo_E,Arquipélago Oriente,Modelo_2,0.57055697737069,0.213343,baseline_mediana_modelo,GroupKFold,gkf1
62,Estudo_E,Arquipélago Oriente,Modelo_3,0.787877155172414,0.154588043669632,baseline_mediana_modelo,GroupKFold,gkf1
62,Estudo_E,Arquipélago Oriente,Modelo_4,1.12483162715517,0.158282258064516,baseline_mediana_modelo,GroupKFold,gkf1
62,Estudo_E,Arquipélago Oriente,Modelo_5,0.581259717518473,0.164600140181341,baseline_mediana_modelo,GroupKFold,gkf1
69,Estudo_AN,Vale do Indus Novo,Modelo_1,0.47316384180791,0.18991830200128101,baseline_mediana_modelo,GroupKFold,gkf1
69,Estudo_AN,Vale do Indus Novo,Modelo_2,0.415621468926554,0.213343,baseline_mediana_modelo,GroupKFold,gkf1
69,Estudo_AN,Vale do Indus Novo,Modelo_3,0.636723163841808,0.154588043669632,baseline_mediana_modelo,GroupKFold,gkf1
69,Estudo_AN,Vale do Indus Novo,Modelo_4,0.305084745762712,0.158282258064516,baseline_mediana_modelo,GroupKFold,gkf1
69,Estudo_AN,Vale do Indus Novo,Modelo_5,0.234862005649717,0.164600140181341,baseline_mediana_modelo,GroupKFold,gkf1
70,Estudo_AN,Vale do Indus Novo,Modelo_1,0.286799065420561,0.18991830200128101,baseline_mediana_modelo,GroupKFold,gkf1
70,Estudo_AN,Vale do Indus Novo,Modelo_2,0.225195677570093,0.213343,baseline_mediana_modelo,GroupKFold,gkf1
70,Estudo_AN,Vale do Indus Novo,Modelo_3,0.428913551401869,0.154588043669632,baseline_mediana_modelo,GroupKFold,gkf1
70,Estudo_AN,Vale do Indus Novo,Modelo_4,0.199036214953271,0.158282258064516,baseline_mediana_modelo,GroupKFold,gkf1
70,Estudo_AN,Vale do Indus Novo,Modelo_5,0.0864541471962616,0.164600140181341,baseline_mediana_modelo,GroupKFold,gkf1
148,Estudo_CG,Terra Nortenha,Modelo_1,0.614678899082569,0.18991830200128101,baseline_mediana_modelo,GroupKFold,gkf1
148,Estudo_CG,Terra Nortenha,Modelo_2,0.426397278631069,0.213343,baseline_mediana_modelo,GroupKFold,gkf1
148,Estudo_CG,Terra Nortenha,Modelo_3,0.616408102257499,0.154588043669632,baseline_mediana_modelo,GroupKFold,gkf1
148,Estudo_CG,Terra Nortenha,Modelo_4,0.348644469642305,0.158282258064516,baseline_mediana_modelo,GroupKFold,gkf1
148,Estudo_CG,Terra Nortenha,Modelo_5,0.633664261416349,0.164600140181341,baseline_mediana_modelo,GroupKFold,gkf1
150,Estudo_CG,Terra Nortenha,Modelo_1,0.31143093964283,0.18991830200128101,baseline_mediana_modelo,GroupKFold,gkf1
150,Estudo_CG,Terra Nortenha,Modelo_2,0.146920352648632,0.213343,baseline_mediana_modelo,GroupKFold,gkf1
150,Estudo_CG,Terra Nortenha,Modelo_3,0.32580626930902,0.154588043669632,baseline_mediana_modelo,GroupKFold,gkf1
150,Estudo_CG,Terra Nortenha,Modelo_4,0.134443523472233,0.158282258064516,baseline_mediana_modelo,GroupKFold,gkf1
150,Estudo_CG,Terra Nortenha,Modelo_5,0.338600030140909,0.164600140181341,baseline_mediana_modelo,GroupKFold,gkf1
159,Estudo_CH,Vale do Indus Novo,Modelo_1,0.74887753522217,0.18991830200128101,baseline_mediana_modelo,GroupKFold,gkf1
159,Estudo_CH,Vale do Indus Novo,Modelo_2,0.604725189657842,0.213343,baseline_mediana_modelo,GroupKFold,gkf1
159,Estudo_CH,Vale do Indus Novo,Modelo_3,0.938008979718223,0.154588043669632,baseline_mediana_modelo,GroupKFold,gkf1
159,Estudo_CH,Vale do Indus Novo,Modelo_4,0.944263817928472,0.158282258064516,baseline_mediana_modelo,GroupKFold,gkf1
159,Estudo_CH,Vale do Indus Novo,Modelo_5,0.600309645455953,0.164600140181341,baseline_mediana_modelo,GroupKFold,gkf1
160,Estudo_BW,Campo Rico,Modelo_1,0.177842805918477,0.18991830200128101,baseline_mediana_modelo,GroupKFold,gkf1
160,Estudo_BW,Campo Rico,Modelo_2,0.289318715740016,0.213343,baseline_mediana_modelo,GroupKFold,gkf1
160,Estudo_BW,Campo Rico,Modelo_3,0.0826571322589951,0.154588043669632,baseline_mediana_modelo,GroupKFold,gkf1
160,Estudo_BW,Campo Rico,Modelo_4,0.141614804434736,0.158282258064516,baseline_mediana_modelo,GroupKFold,gkf1
160,Estudo_BW,Campo Rico,Modelo_5,0.113068870296336,0.164600140181341,baseline_mediana_modelo,GroupKFold,gkf1
161,Estudo_BW,Campo Rico,Modelo_1,0.250433179723502,0.18991830200128101,baseline_mediana_modelo,GroupKFold,gkf1
161,Estudo_BW,Campo Rico,Modelo_2,0.353049216589862,0.213343,baseline_mediana_modelo,GroupKFold,gkf1
161,Estudo_BW,Campo Rico,Modelo_3,0.174189861751152,0.154588043669632,baseline_mediana_modelo,GroupKFold,gkf1
161,Estudo_BW,Campo Rico,Modelo_4,0.0459354838709677,0.158282258064516,baseline_mediana_modelo,GroupKFold,gkf1
161,Estudo_BW,Campo Rico,Modelo_5,0.203381382488479,0.164600140181341,baseline_mediana_modelo,GroupKFold,gkf1
206,Estudo_Y,Grandvale,Modelo_1,0.212727272727273,0.18991830200128101,baseline_mediana_modelo,GroupKFold,gkf1
206,Estudo_Y,Grandvale,Modelo_2,0.311181818181818,0.213343,baseline_mediana_modelo,GroupKFold,gkf1
206,Estudo_Y,Grandvale,Modelo_3,0.194704545454545,0.154588043669632,baseline_mediana_modelo,GroupKFold,gkf1
206,Estudo_Y,Grandvale,Modelo_4,0.05,0.158282258064516,baseline_mediana_modelo,GroupKFold,gkf1
206,Estudo_Y,Grandvale,Modelo_5,0.265440909090909,0.164600140181341,baseline_mediana_modelo,GroupKFold,gkf1
207,Estudo_Y,Grandvale,Modelo_1,0.0221238938053097,0.18991830200128101,baseline_mediana_modelo,GroupKFold,gkf1
207,Estudo_Y,Grandvale,Modelo_2,0.146006637168142,0.213343,baseline_mediana_modelo,GroupKFold,gkf1
207,Estudo_Y,Grandvale,Modelo_3,0.0017975663716813,0.154588043669632,baseline_mediana_modelo,GroupKFold,gkf1
207,Estudo_Y,Grandvale,Modelo_4,0.3125,0.158282258064516,baseline_mediana_modelo,GroupKFold,gkf1
207,Estudo_Y,Grandvale,Modelo_5,0.0863263274336283,0.164600140181341,baseline_mediana_modelo,GroupKFold,gkf1
214,Estudo_BT,Grandvale,Modelo_1,0.786896844488468,0.18991830200128101,baseline_mediana_modelo,GroupKFold,gkf1
214,Estudo_BT,Grandvale,Modelo_2,0.616507711900382,0.213343,baseline_mediana_modelo,GroupKFold,gkf1
214,Estudo_BT,Grandvale,Modelo_3,0.736210556105844,0.154588043669632,baseline_mediana_modelo,GroupKFold,gkf1
214,Estudo_BT,Grandvale,Modelo_4,0.364426206311023,0.158282258064516,baseline_mediana_modelo,GroupKFold,gkf1
214,Estudo_BT,Grandvale,Modelo_5,0.557285977076553,0.164600140181341,baseline_mediana_modelo,GroupKFold,gkf1
218,Estudo_BE,Grandvale,Modelo_1,0.677263581488934,0.18991830200128101,baseline_mediana_modelo,GroupKFold,gkf1
218,Estudo_BE,Grandvale,Modelo_2,0.472720321931589,0.213343,baseline_mediana_modelo,GroupKFold,gkf1
218,Estudo_BE,Grandvale,Modelo_3,0.710633802816901,0.154588043669632,baseline_mediana_modelo,GroupKFold,gkf1
218,Estudo_BE,Grandvale,Modelo_4,1.20985915492958,0.158282258064516,baseline_mediana_modelo,GroupKFold,gkf1
218,Estudo_BE,Grandvale,Modelo_5,0.708215171026157,0.164600140181341,baseline_mediana_modelo,GroupKFold,gkf1
219,Estudo_BD,Grandvale,Modelo_1,0.166666666666667,0.18991830200128101,baseline_mediana_modelo,GroupKFold,gkf1
219,Estudo_BD,Grandvale,Modelo_2,0.0353348909657321,0.213343,baseline_mediana_modelo,GroupKFold,gkf1
219,Estudo_BD,Grandvale,Modelo_3,0.179322429906542,0.154588043669632,baseline_mediana_modelo,GroupKFold,gkf1
219,Estudo_BD,Grandvale,Modelo_4,0.480140186915888,0.158282258064516,baseline_mediana_modelo,GroupKFold,gkf1
219,Estudo_BD,Grandvale,Modelo_5,0.0931838006230529,0.164600140181341,baseline_mediana_modelo,GroupKFold,gkf1
220,Estudo_BE,Grandvale,Modelo_1,0.269409124906507,0.18991830200128101,baseline_mediana_modelo,GroupKFold,gkf1
220,Estudo_BE,Grandvale,Modelo_2,0.112740463724757,0.213343,baseline_mediana_modelo,GroupKFold,gkf1
220,Estudo_BE,Grandvale,Modelo_3,0.296462228870606,0.154588043669632,baseline_mediana_modelo,GroupKFold,gkf1
220,Estudo_BE,Grandvale,Modelo_4,0.682198952879581,0.158282258064516,baseline_mediana_modelo,GroupKFold,gkf1
220,Estudo_BE,Grandvale,Modelo_5,0.294165654450262,0.164600140181341,baseline_mediana_modelo,GroupKFold,gkf1
221,Estudo_BD,Grandvale,Modelo_1,0.0256089943785134,0.18991830200128101,baseline_mediana_modelo,GroupKFold,gkf1
221,Estudo_BD,Grandvale,Modelo_2,0.098157401623985,0.213343,baseline_mediana_modelo,GroupKFold,gkf1
221,Estudo_BD,Grandvale,Modelo_3,0.0447532792004996,0.154588043669632,baseline_mediana_modelo,GroupKFold,gkf1
221,Estudo_BD,Grandvale,Modelo_4,0.344472204871955,0.158282258064516,baseline_mediana_modelo,GroupKFold,gkf1
221,Estudo_BD,Grandvale,Modelo_5,0.0385708931917551,0.164600140181341,baseline_mediana_modelo,GroupKFold,gkf1
222,Estudo_BD,Grandvale,Modelo_1,0.204336043360434,0.18991830200128101,baseline_mediana_modelo,GroupKFold,gkf1
222,Estudo_BD,Grandvale,Modelo_2,0.29240108401084,0.213343,baseline_mediana_modelo,GroupKFold,gkf1
222,Estudo_BD,Grandvale,Modelo_3,0.115140921409214,0.154588043669632,baseline_mediana_modelo,GroupKFold,gkf1
222,Estudo_BD,Grandvale,Modelo_4,0.0016260162601626,0.158282258064516,baseline_mediana_modelo,GroupKFold,gkf1
222,Estudo_BD,Grandvale,Modelo_5,0.174524119241192,0.164600140181341,baseline_mediana_modelo,GroupKFold,gkf1
223,Estudo_BD,Grandvale,Modelo_1,0.191020844468199,0.18991830200128101,baseline_mediana_modelo,GroupKFold,gkf1
223,Estudo_BD,Grandvale,Modelo_2,0.282858364510957,0.213343,baseline_mediana_modelo,GroupKFold,gkf1
223,Estudo_BD,Grandvale,Modelo_3,0.100628006413682,0.154588043669632,baseline_mediana_modelo,GroupKFold,gkf1
223,Estudo_BD,Grandvale,Modelo_4,0.030358097274185,0.158282258064516,baseline_mediana_modelo,GroupKFold,gkf1
223,Estudo_BD,Grandvale,Modelo_5,0.163044895777659,0.164600140181341,baseline_mediana_modelo,GroupKFold,gkf1
225,Estudo_P,Costa Austral,Modelo_1,0.227859856479527,0.18991830200128101,baseline_mediana_modelo,GroupKFold,gkf1
225,Estudo_P,Costa Austral,Modelo_2,0.327701983959477,0.213343,baseline_mediana_modelo,GroupKFold,gkf1
225,Estudo_P,Costa Austral,Modelo_3,0.219071338117349,0.154588043669632,baseline_mediana_modelo,GroupKFold,gkf1
225,Estudo_P,Costa Austral,Modelo_4,0.322009286618826,0.158282258064516,baseline_mediana_modelo,GroupKFold,gkf1
225,Estudo_P,Costa Austral,Modelo_5,0.276247361756015,0.164600140181341,baseline_mediana_modelo,GroupKFold,gkf1
269,Estudo_AD,Império Central,Modelo_1,0.266079891672309,0.18991830200128101,baseline_mediana_modelo,GroupKFold,gkf1
269,Estudo_AD,Império Central,Modelo_2,0.322789438050102,0.213343,baseline_mediana_modelo,GroupKFold,gkf1
269,Estudo_AD,Império Central,Modelo_3,0.170995260663507,0.154588043669632,baseline_mediana_modelo,GroupKFold,gkf1
269,Estudo_AD,Império Central,Modelo_4,0.203791469194313,0.158282258064516,baseline_mediana_modelo,GroupKFold,gkf1
269,Estudo_AD,Império Central,Modelo_5,0.230141096817874,0.164600140181341,baseline_mediana_modelo,GroupKFold,gkf1
270,Estudo_AD,Império Central,Modelo_1,0.180218181818182,0.18991830200128101,baseline_mediana_modelo,GroupKFold,gkf1
270,Estudo_AD,Império Central,Modelo_2,0.247575272727273,0.213343,baseline_mediana_modelo,GroupKFold,gkf1
270,Estudo_AD,Império Central,Modelo_3,0.0749381818181818,0.154588043669632,baseline_mediana_modelo,GroupKFold,gkf1
270,Estudo_AD,Império Central,Modelo_4,0.0897454545454546,0.158282258064516,baseline_mediana_modelo,GroupKFold,gkf1
270,Estudo_AD,Império Central,Modelo_5,0.142649309090909,0.164600140181341,baseline_mediana_modelo,GroupKFold,gkf1
279,Estudo_CM,Grandvale,Modelo_1,0.230075187969925,0.18991830200128101,baseline_mediana_modelo,GroupKFold,gkf1
279,Estudo_CM,Grandvale,Modelo_2,0.0820150375939849,0.213343,baseline_mediana_modelo,GroupKFold,gkf1
279,Estudo_CM,Grandvale,Modelo_3,0.188270676691729,0.154588043669632,baseline_mediana_modelo,GroupKFold,gkf1
279,Estudo_CM,Grandvale,Modelo_4,0.0430075187969925,0.158282258064516,baseline_mediana_modelo,GroupKFold,gkf1
279,Estudo_CM,Grandvale,Modelo_5,0.123960902255639,0.164600140181341,baseline_mediana_modelo,GroupKFold,gkf1
280,Estudo_CM,Grandvale,Modelo_1,0.202180685358256,0.18991830200128101,baseline_mediana_modelo,GroupKFold,gkf1
280,Estudo_CM,Grandvale,Modelo_2,0.063568535825545,0.213343,baseline_mediana_modelo,GroupKFold,gkf1
280,Estudo_CM,Grandvale,Modelo_3,0.151682242990654,0.154588043669632,baseline_mediana_modelo,GroupKFold,gkf1
280,Estudo_CM,Grandvale,Modelo_4,0.001183800623053,0.158282258064516,baseline_mediana_modelo,GroupKFold,gkf1
280,Estudo_CM,Grandvale,Modelo_5,0.0964626168224298,0.164600140181341,baseline_mediana_modelo,GroupKFold,gkf1
281,Estudo_CM,Grandvale,Modelo_1,0.150291262135922,0.18991830200128101,baseline_mediana_modelo,GroupKFold,gkf1
281,Estudo_CM,Grandvale,Modelo_2,0.0489087378640776,0.213343,baseline_mediana_modelo,GroupKFold,gkf1
281,Estudo_CM,Grandvale,Modelo_3,0.052504854368932,0.154588043669632,baseline_mediana_modelo,GroupKFold,gkf1
281,Estudo_CM,Grandvale,Modelo_4,0.149669902912621,0.158282258064516,baseline_mediana_modelo,GroupKFold,gkf1
281,Estudo_CM,Grandvale,Modelo_5,0.0388233009708738,0.164600140181341,baseline_mediana_modelo,GroupKFold,gkf1
282,Estudo_H,Campo Rico,Modelo_1,0.29645390070922,0.18991830200128101,baseline_mediana_modelo,GroupKFold,gkf1
282,Estudo_H,Campo Rico,Modelo_2,0.128879432624113,0.213343,baseline_mediana_modelo,GroupKFold,gkf1
282,Estudo_H,Campo Rico,Modelo_3,0.31113475177305,0.154588043669632,baseline_mediana_modelo,GroupKFold,gkf1
282,Estudo_H,Campo Rico,Modelo_4,0.138156028368794,0.158282258064516,baseline_mediana_modelo,GroupKFold,gkf1
282,Estudo_H,Campo Rico,Modelo_5,0.294320567375887,0.164600140181341,baseline_mediana_modelo,GroupKFold,gkf1
283,Estudo_AY,Grandvale,Modelo_1,0.246464646464647,0.18991830200128101,baseline_mediana_modelo,GroupKFold,gkf1
283,Estudo_AY,Grandvale,Modelo_2,0.331010101010101,0.213343,baseline_mediana_modelo,GroupKFold,gkf1
283,Estudo_AY,Grandvale,Modelo_3,0.157813131313131,0.154588043669632,baseline_mediana_modelo,GroupKFold,gkf1
283,Estudo_AY,Grandvale,Modelo_4,0.0454545454545455,0.158282258064516,baseline_mediana_modelo,GroupKFold,gkf1
283,Estudo_AY,Grandvale,Modelo_5,0.275033333333333,0.164600140181341,baseline_mediana_modelo,GroupKFold,gkf1
284,Estudo_AY,Grandvale,Modelo_1,0.220143884892086,0.18991830200128101,baseline_mediana_modelo,GroupKFold,gkf1
